movieskey,trimmed names,moviename,deathcount,deathcomment,release date,budget,domestic gross,worldwide gross
1792,State of Emergency,State of Emergency,9,1 and 8 infected,#N/A,#N/A,#N/A,
1793,ATM,ATM,5,5,#N/A,#N/A,#N/A,
1794,"Honey, We Shrunk Ourselves","Honey, We Shrunk Ourselves",0,0,#N/A,#N/A,#N/A,
1795,Dreamcatcher,Dreamcatcher,108,"14 people, 1 dog, 1 deer, 29 giant alien ass penis monsters, 3 alien ass worms, 19 alien ass worm babies, 40 alien ass worm eggs and 1 Duddits",3/21/03,68000000,33685268,
1796,Toy Soldiers,Toy Soldiers,18,18,#N/A,#N/A,#N/A,
1797,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,2,1 and a bug,2/4/94,12000000,71602138,
1798,Escape From Tomorrow,Escape From Tomorrow,2,1 and an android,10/11/13,650000,171962,
1799,Adaptation,Adaptation,9,6 and 3 dinosaurs,12/6/02,18500000,22498520,
1800,Lord of War,Lord of War,69,69,9/16/05,42000000,24149632,
1801,Black Sunday (1960) a.k.a The Mask of Satan,Black Sunday (1960) a.k.a The Mask of Satan,9,"6, 1 bat and 2 dogs",#N/A,#N/A,#N/A,
1802,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,0,12/25/13,91000000,58236838,
1803,Dark Planet,Dark Planet,17,17,#N/A,#N/A,#N/A,
1804,Iron Golem a.k.a. Iron Invader a.k.a. Metal Shifters,Iron Golem a.k.a. Iron Invader a.k.a. Metal Shifters,8,7 and 1 alien bacteria defeated by whiskey,#N/A,#N/A,#N/A,
1805,Haunter,Haunter,1,1,#N/A,#N/A,#N/A,
1806,Mother's Boys,Mother's Boys,1,1,#N/A,#N/A,#N/A,
1807,Amityville 3-D,Amityville 3-D,4,4,#N/A,#N/A,#N/A,
1808,Captain Phillips,Captain Phillips,3,3,10/11/13,55000000,107136417,
1809,City of God,City of God,43,43,#N/A,#N/A,#N/A,
1810,Violet & Daisy,Violet & Daisy,20,20,#N/A,#N/A,#N/A,
1811,Devil Seed,Devil Seed,3,3,#N/A,#N/A,#N/A,
1812,Showgirls,Showgirls,0,0,9/22/95,40000000,20170437,
1813,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,10,10,#N/A,#N/A,#N/A,
1814,The China Syndrome,The China Syndrome,1,1,#N/A,#N/A,#N/A,
1815,One True Thing,One True Thing,1,1,9/18/98,30000000,23209440,
1816,Black Rock,Black Rock,4,4,5/14/13,1000000,0,
1817,4.3.2.1,4.3.2.1,0,0,#N/A,#N/A,#N/A,
1818,Jailbait,Jailbait,3,3,#N/A,#N/A,#N/A,
1819,Breaking the Girls,Breaking the Girls,2,2,#N/A,#N/A,#N/A,
1820,Byzantium,Byzantium,12,10 and 2 vampires,#N/A,#N/A,#N/A,
1821,Hit & Run,Hit & Run,0,0,8/22/12,22000000,13749300,
1822,Columbus Circle,Columbus Circle,5,5,#N/A,#N/A,#N/A,
1823,Cypher,Cypher,16,16,#N/A,#N/A,#N/A,
1824,The Horse Whisperer,The Horse Whisperer,1,1,5/15/98,60000000,75370763,
1825,Another Happy Day,Another Happy Day,1,1,11/18/11,4000000,9120,
1827,A Million Ways to Die in the West,A Million Ways to Die in the West,16,16,5/30/14,40000000,42720965,
1828,Teeth & Blood,Teeth & Blood,4,1 human and 3 vampires,#N/A,#N/A,#N/A,
1829,22 Jump Street,22 Jump Street,4,4,6/13/14,50000000,191719337,
1830,Frozen,Frozen,6,1 ship,11/22/13,150000000,400738009,
1831,High Road,High Road,0,0,3/6/12,546173,0,
1832,Mars Attacks!,Mars Attacks!,204,"122 people, 78 aliens, 2 dogs, 1 dove and 1 bird",12/13/96,80000000,37754208,
1833,Snowpiercer,Snowpiercer,15136,136 people and a vat of bugs,6/27/14,40000000,4563029,
1834,Cocktail,Cocktail,1,1,#N/A,#N/A,#N/A,
1835,Pusher (2012),Pusher (2012),1,1,#N/A,#N/A,#N/A,
1836,Romancing the Stone,Romancing the Stone,5,"3, a snake and a crocodile",#N/A,#N/A,#N/A,
1837,Transcendence,Transcendence,17,17,4/18/14,100000000,23022309,
1838,Highway to Hell,Highway to Hell,139,"137 people, a demon and Hellcop",#N/A,#N/A,#N/A,
1839,Young Frankenstein,Young Frankenstein,0,0,12/15/74,2800000,86300000,
1840,Ice Age,Ice Age,20,"1, 18 dodos and 1 saber-toothed tiger",3/15/02,65000000,176387405,
1841,Changeling,Changeling,11,11,10/24/08,55000000,35739802,
1842,In Dreams,In Dreams,5,5,1/15/99,30000000,11927682,
1843,Mrs. Doubtfire,Mrs. Doubtfire,0,0,11/24/93,25000000,218692701,
1844,It Follows,It Follows,3,2 people and 1 bug,3/13/15,2000000,14674077,
1845,The Passion of the Christ,The Passion of the Christ,4,3 and a snake,2/25/04,25000000,370782930,
1846,Into the Storm,Into the Storm,7,7,8/8/14,50000000,47602194,
1847,Monsturd,Monsturd,12,11 and 1 Shitman,#N/A,#N/A,#N/A,
1848,Why Stop Now,Why Stop Now,0,0,#N/A,#N/A,#N/A,
1849,Ultimate Avengers: The Movie,Ultimate Avengers: The Movie,84,30 people and 54 aliens,#N/A,#N/A,#N/A,
1850,Pour Elle a.k.a. Anything for Her,Pour Elle a.k.a. Anything for Her,3,3,#N/A,#N/A,#N/A,
1851,Choking Hazard,Choking Hazard,9,6 people and 3 zombies,#N/A,#N/A,#N/A,
1852,Trespassing a.k.a. Evil Remains,Trespassing a.k.a. Evil Remains,7,7,#N/A,#N/A,#N/A,
1853,Nightcrawler,Nightcrawler,30,30,10/31/14,8500000,32381218,
1854,Cloud Atlas,Cloud Atlas,169,168 and a dog,10/26/12,102000000,27108272,
1855,Neighbors,Neighbors,0,0,5/9/14,18000000,150086800,
1856,The Grudge,The Grudge,11,10 and a cat,10/22/04,10000000,110175871,
1857,The Thirteenth Floor,The Thirteenth Floor,6,6 simulations,5/28/99,16000000,11810854,
1858,Just Before Dawn,Just Before Dawn,6,6,#N/A,#N/A,#N/A,
1859,Being John Malkovich,Being John Malkovich,0,0,10/29/99,13000000,22858926,
1860,Vanilla Sky,Vanilla Sky,1,1,12/14/01,70000000,100614858,
1861,Perfect Sisters,Perfect Sisters,1,1,#N/A,#N/A,#N/A,
1897,Trauma (2004),Trauma (2004),1,1,#N/A,#N/A,#N/A,
1862,The House October Built,The House October Built,0,0,#N/A,#N/A,#N/A,
1863,Revolt of the Zombies,Revolt of the Zombies,3,3,#N/A,#N/A,#N/A,
1864,L.A. Confidential,L.A. Confidential,31,31,9/19/97,35000000,64604977,
1865,Lonely Hearts,Lonely Hearts,11,"8 people, 2 fetuses and a little girl",#N/A,#N/A,#N/A,
1866,The Last Man,The Last Man,0,0,#N/A,#N/A,#N/A,
1867,The Babadook,The Babadook,61,1 dog and 60 worms,#N/A,#N/A,#N/A,
1868,Greenberg,Greenberg,2,1 unidentified drowned animal and 1 fetus,#N/A,#N/A,#N/A,
1869,Sunset Strip,Sunset Strip,0,0,#N/A,#N/A,#N/A,
1870,Sympathy for Delicious,Sympathy for Delicious,1,1,#N/A,#N/A,#N/A,
1871,The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,2,1 and a cat,#N/A,#N/A,#N/A,
1872,Oldboy (2013),Oldboy (2013),39,"28 people, 1 mouse, 10 baby mice, 7 motherfuckers and 1 motherfucking",#N/A,#N/A,#N/A,
1873,Paranormal Entity,Paranormal Entity,2,2,#N/A,#N/A,#N/A,
1874,Dysfunctional Friends,Dysfunctional Friends,0,0,2/3/12,1800000,0,
1875,Wild Things,Wild Things,3,3,3/20/98,20000000,29753944,
1876,This is the End,This is the End,37,36 and a demon,6/12/13,32000000,101470202,
1877,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,11,11,6/15/01,94000000,131144183,
1878,The Bling Ring,The Bling Ring,0,0,#N/A,#N/A,#N/A,
1879,RoboCop (2014),RoboCop (2014),113,"55 people, 54 EM-208's, 4 ED-209's and 1 motherfucker",#N/A,#N/A,#N/A,
1880,Fast Times at Ridgemont High,Fast Times at Ridgemont High,1,1 fetus,8/13/82,4500000,27092880,
1881,Animal House,Animal House,1,1 horse and a guitar,#N/A,#N/A,#N/A,
1882,Wolfcop,Wolfcop,23,20 people and 3 shapeshifters,#N/A,#N/A,#N/A,
1883,The Cable Guy,The Cable Guy,0,0,6/14/96,47000000,60154431,
1884,Dead in Tombstone,Dead in Tombstone,43,43,#N/A,#N/A,#N/A,
1885,Mean Girls,Mean Girls,0,0,4/30/04,18000000,86047227,
1886,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,48,44 and 4 shadow guardians,#N/A,#N/A,#N/A,
1887,Dark Skies,Dark Skies,550,3 flocks of birds,2/22/13,3500000,17418667,
1888,Trauma (1993),Trauma (1993),13,"10 people, 1 butterfly, 1 lizard and a decapitated newborn",#N/A,#N/A,#N/A,
1889,Earth to Echo,Earth to Echo,0,0,7/2/14,13000000,38934842,
1890,They Came Together,They Came Together,1,1,6/27/14,3000000,0,
1891,Frankie & Alice,Frankie & Alice,1,1,#N/A,#N/A,#N/A,
1892,The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,0,0,#N/A,#N/A,#N/A,
1893,The Samaritan,The Samaritan,7,7 and 0 motherfuckers,#N/A,#N/A,#N/A,
1894,The Winning Season,The Winning Season,0,0,#N/A,#N/A,#N/A,
1895,Home Sweet Home (2013),Home Sweet Home (2013),2,2,#N/A,#N/A,#N/A,
1896,Leprechaun 2,Leprechaun 2,5,5,#N/A,#N/A,#N/A,
1898,Peacock,Peacock,1,1,#N/A,#N/A,#N/A,
1899,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,25,18 and 7 fembots,5/2/97,18000000,53868030,
1900,Leprechaun 3,Leprechaun 3,5,5,#N/A,#N/A,#N/A,
1901,Night at the Museum,Night at the Museum,1,1 caveman statue,12/22/06,110000000,250863268,
1902,"Dictator, The Dictator","Dictator, The Dictator",2,2,#N/A,#N/A,#N/A,
1903,Anatomy of a Love Seen,Anatomy of a Love Seen,0,0,#N/A,#N/A,#N/A,
1904,Garden State,Garden State,1,1 hamster,7/28/04,2500000,26782316,
1905,"Les Misթrables, Les Miserables","Les Misթrables, Les Miserables",35,35,#N/A,#N/A,#N/A,
1906,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,66,66,8/22/14,65000000,13757804,
1907,Rabbit Hole,Rabbit Hole,0,0,12/17/10,5000000,2229058,
1908,The Collection (2012),The Collection (2012),129,"126, 2 dogs and 1 large cockroach",#N/A,#N/A,#N/A,
1909,The Aviator,The Aviator,3,3,12/17/04,110000000,102608827,
1910,Tommy,Tommy,3,3,#N/A,#N/A,#N/A,
1911,Boyhood,Boyhood,0,0,7/11/14,4000000,25379975,
1912,The Judge,The Judge,2,2,10/10/14,50000000,47119388,
1913,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,0,0,#N/A,#N/A,#N/A,
1914,Jurassic World,Jurassic World,35,"19 people, a pig, a goat, a bug, 1 Ankylosaurus, 6 Apatosaurus, 1 Dimorphodon, 1 Pteranondon, 3 Velociraptors and 1 Indominus Rex ",6/12/15,215000000,652198010,
1915,21 Grams,21 Grams,4,4,11/21/03,20000000,16248701,
1917,"Night Watch (aka Nochnoi dozor, a.k.a Nochnoy dozor)","Night Watch (aka Nochnoi dozor, a.k.a Nochnoy dozor)",48,"46, a bug and a bird",#N/A,#N/A,#N/A,
1918,Rid of Me,Rid of Me,0,0,#N/A,#N/A,#N/A,
1919,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,6,5 and a fembot,6/10/99,35000000,205957794,
1916,Leprechaun 4: In Space,Leprechaun 4: In Space,12,"6, an alien creature, a spider, a scorpion, a fly, a cyborg, and 1 Mittenspider",#N/A,#N/A,#N/A,
1920,Austin Powers in Goldmember,Austin Powers in Goldmember,4,3 and a fembot,7/25/02,63000000,213117789,
1921,Police Academy,Police Academy,0,0,3/23/84,4500000,81198894,
1922,"Maze Runner, The Maze Runner","Maze Runner, The Maze Runner",17,14 and 3 Grievers,#N/A,#N/A,#N/A,
1924,RoboCop 2,RoboCop 2,58,58,#N/A,#N/A,#N/A,
1925,A Beautiful Mind,A Beautiful Mind,0,0,12/21/01,78000000,170708996,
1926,Trollhunter,Trollhunter,8,"3 people, 4 trolls and 1 sheep",#N/A,#N/A,#N/A,
1927,Wyrmwood: Road of the Dead,Wyrmwood: Road of the Dead,70,8 people and 62 infected,#N/A,#N/A,#N/A,
1928,Adore,Adore,0,0,#N/A,#N/A,#N/A,
1929,Evil Dead (2013),Evil Dead (2013),6,5 and a dog,#N/A,#N/A,#N/A,
1930,RoboCop 3,RoboCop 3,53,50 and 3 RoboNinjas,11/5/93,22000000,10696210,
1931,"Mission: Impossible II, Mission Impossible, M:i-2","Mission: Impossible II, Mission Impossible, M:i-2",280,280,#N/A,#N/A,#N/A,
1932,Deep Rising,Deep Rising,4207,"4,206 and one real unfriendly sea monster",1/30/98,45000000,11146409,
1933,"Unborn, The Unborn","Unborn, The Unborn",7,7,#N/A,#N/A,#N/A,
1934,The Exorcist,The Exorcist,4,4,12/26/73,12000000,204868002,
1935,Traffic,Traffic,7,7,12/27/00,48000000,124107476,
1936,Leprechaun: In the Hood,Leprechaun: In the Hood,11,11,#N/A,#N/A,#N/A,
1937,"Twelve Monkeys, 12 Monkeys","Twelve Monkeys, 12 Monkeys",8,7 and a spider,#N/A,#N/A,#N/A,
1938,Star Trek: The Motion Picture,Star Trek: The Motion Picture,2412,"2,412",12/7/79,35000000,82258456,
1940,Compulsion,Compulsion,1,1 bird,#N/A,#N/A,#N/A,
1939,Let's Be Cops,Let's Be Cops,3,3,#N/A,#N/A,#N/A,
1941,Whiplash,Whiplash,1,1,10/10/14,3300000,13092006,
1942,Flowers in the Attic (1987),Flowers in the Attic (1987),5,4 and a mouse,#N/A,#N/A,#N/A,
1943,Dream House,Dream House,2,2,9/30/11,50000000,21302340,
1944,Coldwater,Coldwater,8,8,#N/A,#N/A,#N/A,
1945,The Town That Dreaded Sundown (2014),The Town That Dreaded Sundown (2014),15,15,#N/A,#N/A,#N/A,
1946,Bring Me the Head of the Machine Gun Woman,Bring Me the Head of the Machine Gun Woman,20,20,#N/A,#N/A,#N/A,
1948,The Others,The Others,0,0,8/10/01,17000000,96522687,
1949,White Bird in a Blizzrd,White Bird in a Blizzrd,1,1,#N/A,#N/A,#N/A,
1950,Mean Creek,Mean Creek,2,1 and a snail,8/20/04,500000,603951,
1951,Stage Fright,Stage Fright,7,7,#N/A,#N/A,#N/A,
1952,Zombie Hunter,Zombie Hunter,58,"4 people, 50 zombies, 1 cat and 3 out of place aliens",10/8/13,1000000,0,
1953,Rosewood Lane,Rosewood Lane,4,4,#N/A,#N/A,#N/A,
1954,Run Lola Run,Run Lola Run,0,0,#N/A,#N/A,#N/A,
1955,The Cider House Rules,The Cider House Rules,9,4 people and 5 fetuses,#N/A,#N/A,#N/A,
1956,Phone Booth,Phone Booth,4,4,4/4/03,11000000,46566212,
1957,Our Man Flint,Our Man Flint,14,"13 people, 1 fly and 1 bitch banged",#N/A,#N/A,#N/A,
1958,The Wolf of Wall Street,The Wolf of Wall Street,7,"5 people, a fish and a seagull",12/25/13,100000000,116900694,
1959,Run All Night,Run All Night,22,22,3/13/15,50000000,26461644,
1960,Legally Blonde,Legally Blonde,0,0,7/13/01,18000000,96493426,
1961,The Equalizer,The Equalizer,22,22,9/26/14,55000000,101530738,
1962,The Fly (1986),The Fly (1986),2,1 baboon and 1 Brundlefly,#N/A,#N/A,#N/A,
1963,The Faculty,The Faculty,5,"3 people, 1 rat and 1 parasite spitting alien queen",12/25/98,15000000,40064955,
1964,The Best of Times,The Best of Times,0,0,#N/A,#N/A,#N/A,
1965,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,27,25 and 2 earwigs,6/4/82,12000000,78633541,
1966,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,97,95 plus 1 space-snake alien life form and 1 Klingon spacedog,6/1/84,18000000,71273785,
1967,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,0,11/26/86,24000000,107109310,
1968,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,4,3 and 1 god dude,6/9/89,30000000,50531965,
1969,Tammy,Tammy,0,0,7/2/14,20000000,84525432,
1970,John Wick,John Wick,79,78 and a puppy,#N/A,#N/A,#N/A,
1971,Wreck-It Ralph,Wreck-It Ralph,10011,"2 and 10,009 Cy-Bugs",11/2/12,165000000,189412677,
1972,"Mission: Impossible III, Mission Impossible","Mission: Impossible III, Mission Impossible ",29,29,#N/A,#N/A,#N/A,
1974,Jupiter Ascending,Jupiter Ascending,34,"7 people, 18 aliens, 7 gargoyles and 2 gun-armed guards",2/6/15,179000000,47482519,
1973,Stand By Me,Stand By Me,0,0,8/8/86,8000000,52287414,
1975,Godzilla: Final Wars,Godzilla: Final Wars,104,"71 people, 20 Xilians, Manda, Gigan, Upgraded Gigan, 1 tuna eating monster, 1 giant jumping spider, 1 giant praying mantis, 1 pterodactyl monster, 1 armadillo monster, 1 dog monster, 2 random monster and a 3-headed monster",#N/A,#N/A,#N/A,
1976,This Is Where I Leave You,This Is Where I Leave You,0,0,9/19/14,20000000,34296320,
1977,Pieces of Talent,Pieces of Talent,5,5,#N/A,#N/A,#N/A,
1978,Killer Mermaid,Killer Mermaid,9,8 and a killer mermaid,#N/A,#N/A,#N/A,
1979,The Chair,The Chair,3,3,#N/A,#N/A,#N/A,
1980,Walk of Shame,Walk of Shame,0,0,#N/A,#N/A,#N/A,
1981,You Don't Know Jack,You Don't Know Jack,130,130,#N/A,#N/A,#N/A,
1982,A Far Off Place,A Far Off Place,18,"11 people, 5 elephants, 1 leopard and 1 oryx",#N/A,#N/A,#N/A,
1983,Getting That Girl,Getting That Girl,0,0,#N/A,#N/A,#N/A,
1984,The Loft,The Loft,2,2,#N/A,#N/A,#N/A,
1985,Jacknife,Jacknife,2,2,#N/A,#N/A,#N/A,
1986,Hardware,Hardware,586,585 and 1 Mark 13 cyborg,#N/A,#N/A,#N/A,
1987,Pitch Perfect,Pitch Perfect,0,0,9/28/12,17000000,65001093,
1988,The Stranger,The Stranger,14,"12, a cat and a mouse",#N/A,#N/A,#N/A,
1989,American Heist,American Heist,10,10,7/21/15,10000000,0,
1990,The Hills Have Eyes (1977),The Hills Have Eyes (1977),10,"7, a spider, a dog and a bird",#N/A,#N/A,#N/A,
1991,The Hills Have Eyes Part 2 (1985),The Hills Have Eyes Part 2 (1985),7,7,#N/A,#N/A,#N/A,
1992,Meet the Parents,Meet the Parents,0,0,10/6/00,55000000,166225040,
1993,The Fall of the House of Usher,The Fall of the House of Usher,3,3,#N/A,#N/A,#N/A,
1994,Wolf (1994),Wolf (1994),5,4 and a deer,#N/A,#N/A,#N/A,
1995,Falling Down (1993),Falling Down (1993),2,2,#N/A,#N/A,#N/A,
1996,Kill the Messenger,Kill the Messenger,0,0,10/10/14,5000000,2450846,
1997,Stretch,Stretch,1,1,#N/A,#N/A,#N/A,
1998,Into the Wild,Into the Wild,11,"1 person, 1 moose, 1 fish and 8 more random animals",9/21/07,20000000,18354356,
1999,Creature (2011),Creature (2011),12,"9 people, 1 white alligator, 1 snake and Lockjaw",#N/A,#N/A,#N/A,
2000,Wanted,Wanted,662,"158 people, 501 rats and 3 flies",6/27/08,75000000,134327125,
2001,Meet the Fockers,Meet the Fockers,0,0,12/22/04,60000000,279167575,
2002,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,1,1 fish,#N/A,#N/A,#N/A,
2003,Police Academy 3: Back in Training,Police Academy 3: Back in Training,3,2 flies and 1 mosquito,#N/A,#N/A,#N/A,
2004,Wild,Wild,2,1 mom and 1 horse,12/3/14,15000000,37880356,
2005,Once Bitten,Once Bitten,0,0,#N/A,#N/A,#N/A,
2006,Taken 3,Taken 3,18,18,1/9/15,48000000,89256424,
2007,An American Werewolf in Paris,An American Werewolf in Paris,34,"26 people, 7 werewolves and 1 dog",#N/A,#N/A,#N/A,
2008,A Good Marriage,A Good Marriage,1,1,#N/A,#N/A,#N/A,
2009,Cake,Cake,0,0,#N/A,#N/A,#N/A,
2010,Life of Crime,Life of Crime,1,1,#N/A,#N/A,#N/A,
2011,Flypaper,Flypaper,8,8,#N/A,#N/A,#N/A,
2012,The Sacrament,The Sacrament,167,167,#N/A,#N/A,#N/A,
2013,The Other Woman,The Other Woman,0,0,4/25/14,40000000,83911193,
2020,Havoc,Havoc,0,0,#N/A,#N/A,#N/A,
2014,Blended,Blended,1,1 baby boar,5/23/14,45000000,46290741,
2015,If I Stay,If I Stay,3,3,8/22/14,11000000,50474843,
2016,Dear White People,Dear White People,0,0,#N/A,#N/A,#N/A,
2017,The Purge: Anarchy,The Purge: Anarchy,52,52,7/18/14,9000000,71562550,
2018,Almost Mercy,Almost Mercy,21,20 and a bird,#N/A,#N/A,#N/A,
2021,Ichi the Killer,Ichi the Killer,22,22,#N/A,#N/A,#N/A,
2022,Kristy,Kristy,10,9 and a dog,#N/A,#N/A,#N/A,
2023,Prisoners,Prisoners,4,4,9/20/13,46000000,61002302,
2024,Observe and Report,Observe and Report,0,0,4/10/09,18000000,24007324,
2025,Creep (2014),Creep (2014),1,1,#N/A,#N/A,#N/A,
2026,White Rabbit,White Rabbit,3,1 person and 2 rabbits,#N/A,#N/A,#N/A,
2027,Horns,Horns,4,4,#N/A,#N/A,#N/A,
2028,Focus,Focus,0,0,2/27/15,65000000,53862963,
2029,The Snowtown Murders,The Snowtown Murders,7,"3 people, 1 dog and 3 deer",#N/A,#N/A,#N/A,
2030,Heavenly Creatures,Heavenly Creatures,1,1,11/16/94,5000000,2932067,
2031,Brotherhood (2010),Brotherhood (2010),1,1,#N/A,#N/A,#N/A,
2032,White Chicks,White Chicks,0,0,6/23/04,20000000,69148997,
2033,What We Do in the Shadows,What We Do in the Shadows,9,"6 people, 2 vampires and a chicken",#N/A,#N/A,#N/A,
2034,Men in Black,Men in Black,19,"5 humans, 5 aliens, 5 roaches, 1 dragonfly and 3 flies",7/1/97,90000000,250147615,
2035,Men in Black II,Men in Black II,11,1 human and 10 aliens,#N/A,#N/A,#N/A,
2036,The Perfect Host,The Perfect Host,0,0,7/1/11,1000000,48764,
2037,The Hills Have Eyes 2 (2007),The Hills Have Eyes 2 (2007),17,16 and a rat,#N/A,#N/A,#N/A,
2038,Dances with Wolves,Dances with Wolves,103,"52 people, 2 dogs, 41 buffalo, 7 horses and a wolf",11/9/90,19000000,175293948,
2039,Duress,Duress,5,4 and a bird,#N/A,#N/A,#N/A,
2040,Bad Words,Bad Words,0,0,3/14/14,10000000,7779614,
2041,"Run, Hide, Die","Run, Hide, Die",6,6,9/1/15,50000,0,
2042,Circle,Circle,50,49 and a fetus,8/27/10,2000000,10024,
2043,Wicked Blood,Wicked Blood,9,9,3/4/14,3500000,0,
2044,In Your Eyes,In Your Eyes,0,0,#N/A,#N/A,#N/A,
2045,Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes (1970),17,"10 humans, 1 horse and 6 apes",#N/A,#N/A,#N/A,
2046,Escape from the Planet of the Apes,Escape from the Planet of the Apes,6,"2 humans, 3 apes and 1 chimpanzee",#N/A,#N/A,12300000,
2047,Leatherface: The Texas Chainsaw Massacre III,Leatherface: The Texas Chainsaw Massacre III,7,6 and 1 armadillo,#N/A,#N/A,#N/A,
2048,The Art of the Steal,The Art of the Steal,0,0,#N/A,#N/A,#N/A,
2049,Wild at Heart,Wild at Heart,9,8 and a fetus,#N/A,#N/A,#N/A,
2050,Rampart,Rampart,1,1,#N/A,#N/A,#N/A,
2051,Quarantine 2: Terminal,Quarantine 2: Terminal,20,19 and a fetus,#N/A,#N/A,#N/A,
2052,"Men, Women &#38; Children","Men, Women &#38; Children",0,0,#N/A,#N/A,#N/A,
2053,Superman Returns,Superman Returns,2000000005,"5 people, 1 dog and Krypton",6/28/06,232000000,200120000,
2054,Proxy,Proxy,5,"3 people, a little boy and a fetus",#N/A,#N/A,#N/A,
2055,Safelight,Safelight,2,2,#N/A,#N/A,#N/A,
2056,Sex Ed,Sex Ed,0,0,#N/A,#N/A,#N/A,
2057,Nymphomaniac: Volume II,Nymphomaniac: Volume II,1,1,#N/A,#N/A,#N/A,
2058,Yelling to the Sky,Yelling to the Sky,1,1,#N/A,#N/A,#N/A,
2059,Last Hours in Suburbia,Last Hours in Suburbia,1,1,#N/A,#N/A,#N/A,
2060,Touchy Feely,Touchy Feely,0,0,#N/A,#N/A,#N/A,
2061,And Baby Will Fall,And Baby Will Fall,1,1 dog,#N/A,#N/A,#N/A,
2062,The Sisterhood of Night,The Sisterhood of Night,1,1,4/10/15,1000000,6870,
2063,Stalled,Stalled,4,3 people and 1 zombie,#N/A,#N/A,#N/A,
2064,Miracle on 34th Street (1947),Miracle on 34th Street (1947),0,0,#N/A,#N/A,#N/A,
2065,Icetastrophe,Icetastrophe,24,24 and a plastic snowman,#N/A,#N/A,#N/A,
2066,All American Christmas Carol,All American Christmas Carol,0,0,#N/A,#N/A,#N/A,
2067,Reindeer Games,Reindeer Games,10,10,2/25/00,36000000,23360779,
2068,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,0,11/17/00,123000000,260044825,
2069,A Christmas Story,A Christmas Story,0,0,11/18/83,3250000,20605209,
2070,The Wolverine,The Wolverine,39048,"39,046 plus a bear and a mutant",7/26/13,115000000,132556852,
2071,Alien Abduction,Alien Abduction,174,174 crows,#N/A,#N/A,#N/A,
2072,Madhouse (1974),Madhouse (1974),8,8,#N/A,#N/A,#N/A,
2073,Jetsons: The Movie,Jetsons: The Movie,0,0,#N/A,#N/A,#N/A,
2074,Enemy of the State,Enemy of the State,13,13,11/20/98,85000000,111544445,
2075,Southpaw,Southpaw,2,2,7/24/15,30000000,52421953,
2076,2 Guns,2 Guns,30,"25, 3 chickens and 2 deer",8/2/13,61000000,75612460,
2077,"Crazy, Stupid, Love","Crazy, Stupid, Love",0,0,7/29/11,50000000,84351197,
2078,The Toxic Avenger Part II,The Toxic Avenger Part II,50,"48, 1 horse and 1 fish-head guy",4/15/15,2300000,0,
2079,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,7,7,#N/A,#N/A,#N/A,
2080,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger IV,2699,2698 and an unborn baby,#N/A,#N/A,#N/A,
2019,Family Weekend,Family Weekend ,0,0,#N/A,#N/A,#N/A,
2082,The Ridiculous 6,The Ridiculous 6,3,2 and a horse,12/11/15,60000000,0,
2083,Inherent Vice,Inherent Vice,4,4,12/12/14,20000000,8110975,
2084,A Perfect Murder,A Perfect Murder,3,3,#N/A,#N/A,#N/A,
1947,The Newton Boys,The Newton Boys,0,0,3/27/98,27000000,10297897,
2085,Theatre of Blood a.k.a. Theater of Blood,Theatre of Blood a.k.a. Theater of Blood,13,11 and 2 dogs,#N/A,#N/A,#N/A,
2087,Planet of the Apes (1968),Planet of the Apes (1968),21,20 and 1 ape,#N/A,#N/A,#N/A,
2088,The Mangler,The Mangler,7,7,#N/A,#N/A,#N/A,
1923,Quid Pro Quo,Quid Pro Quo,0,0,#N/A,#N/A,#N/A,
2081,Serena,Serena,18,"13 people, 1 fetus, 1 snake, 1 panther, 1 deer and 1 unidentified animal",#N/A,#N/A,#N/A,
2086,Cracks,Cracks,1,1,#N/A,#N/A,#N/A,
2089,Get Hard,Get Hard,0,0,3/27/15,40000000,90411453,
2090,The Lego Movie,The Lego Movie,451,"444, 1 cow, 5 horses and 1 unicorn/pegasus",2/7/14,60000000,257784718,
2091,The Hateful Eight,The Hateful Eight,14,14 people and 2 motherfuckers,12/25/15,62000000,53613071,
